LotID,DateTime,Type,Value
Model032_LOT002,2025-03-04 07:31:46,humidity,87.5
Model032_LOT003,2025-07-20 00:55:46,thickness,0.958
Model032_LOT003,2025-07-20 00:55:46,temperature,58.9
Model032_LOT003,2025-07-20 00:55:46,humidity,39.0
Model032_LOT004,2024-11-02 07:22:46,thickness,7.846
Model032_LOT004,2024-11-02 07:22:46,temperature,51.6
Model032_LOT004,2024-11-02 07:22:46,humidity,33.2
Model032_LOT005,2025-04-19 17:11:46,thickness,2.499
Model032_LOT005,2025-04-19 17:11:46,temperature,57.1
Model032_LOT005,2025-04-19 17:11:46,humidity,30.4
Model032_LOT006,2025-08-26 20:20:46,thickness,9.428
Model032_LOT006,2025-08-26 20:20:46,temperature,30.2
Model032_LOT006,2025-08-26 20:20:46,humidity,53.2
Model032_LOT007,2025-06-27 05:14:46,thickness,6.941
Model032_LOT007,2025-06-27 05:14:46,temperature,31.2
Model032_LOT007,2025-06-27 05:14:46,humidity,38.7
Model032_LOT008,2024-09-28 02:10:46,thickness,3.102
Model032_LOT008,2024-09-28 02:10:46,temperature,58.5
Model032_LOT008,2024-09-28 02:10:46,humidity,50.2
Model032_LOT009,2024-10-07 01:36:46,thickness,0.241
Model032_LOT009,2024-10-07 01:36:46,temperature,47.6
Model032_LOT009,2024-10-07 01:36:46,humidity,45.1
Model033_LOT001,2024-12-19 19:44:46,thickness,3.262
Model033_LOT001,2024-12-19 19:44:46,temperature,67.8
Model033_LOT001,2024-12-19 19:44:46,humidity,92.1
Model033_LOT002,2025-06-04 03:31:46,thickness,1.06
Model033_LOT002,2025-06-04 03:31:46,temperature,60.9
Model033_LOT002,2025-06-04 03:31:46,humidity,44.4
Model033_LOT003,2025-07-11 06:40:46,thickness,6.377
Model033_LOT003,2025-07-11 06:40:46,temperature,30.8
Model033_LOT003,2025-07-11 06:40:46,humidity,80.1
Model033_LOT004,2025-04-23 03:20:46,thickness,3.095
Model033_LOT004,2025-04-23 03:20:46,temperature,67.3
Model033_LOT004,2025-04-23 03:20:46,humidity,34.1
Model033_LOT005,2025-01-13 22:49:46,thickness,7.26
Model033_LOT005,2025-01-13 22:49:46,temperature,72.1
Model033_LOT005,2025-01-13 22:49:46,humidity,66.8
Model033_LOT006,2025-06-24 04:31:46,thickness,5.98
Model033_LOT006,2025-06-24 04:31:46,temperature,70.2
Model033_LOT006,2025-06-24 04:31:46,humidity,39.7
Model033_LOT007,2024-12-31 18:23:46,thickness,4.748
Model033_LOT007,2024-12-31 18:23:46,temperature,30.5
Model033_LOT007,2024-12-31 18:23:46,humidity,47.9
Model033_LOT008,2024-09-02 14:27:46,thickness,2.121
Model033_LOT008,2024-09-02 14:27:46,temperature,40.3
Model033_LOT008,2024-09-02 14:27:46,humidity,39.4
Model033_LOT009,2025-08-09 03:02:46,thickness,1.453
Model033_LOT009,2025-08-09 03:02:46,temperature,69.1
Model033_LOT009,2025-08-09 03:02:46,humidity,72.8
Model033_LOT010,2025-05-20 06:06:46,thickness,5.933
Model033_LOT010,2025-05-20 06:06:46,temperature,37.1
Model033_LOT010,2025-05-20 06:06:46,humidity,57.7
Model033_LOT011,2025-06-02 16:25:46,thickness,6.28
Model033_LOT011,2025-06-02 16:25:46,temperature,31.2
Model033_LOT011,2025-06-02 16:25:46,humidity,37.9
Model033_LOT012,2024-12-30 10:31:46,thickness,4.862
Model033_LOT012,2024-12-30 10:31:46,temperature,21.1
Model033_LOT012,2024-12-30 10:31:46,humidity,66.2
Model033_LOT013,2025-05-07 04:27:46,thickness,5.387
Model033_LOT013,2025-05-07 04:27:46,temperature,42.7
Model033_LOT013,2025-05-07 04:27:46,humidity,90.0
Model033_LOT014,2024-12-20 22:25:46,thickness,0.578
Model033_LOT014,2024-12-20 22:25:46,temperature,41.1
Model033_LOT014,2024-12-20 22:25:46,humidity,42.2
Model033_LOT015,2024-12-15 05:10:46,thickness,3.521
Model033_LOT015,2024-12-15 05:10:46,temperature,41.7
Model033_LOT015,2024-12-15 05:10:46,humidity,47.7
Model033_LOT016,2025-08-10 09:36:46,thickness,7.246
Model033_LOT016,2025-08-10 09:36:46,temperature,38.6
Model033_LOT016,2025-08-10 09:36:46,humidity,20.5
Model033_LOT017,2025-04-10 20:12:46,thickness,9.794
Model033_LOT017,2025-04-10 20:12:46,temperature,35.4
Model033_LOT017,2025-04-10 20:12:46,humidity,62.4
Model033_LOT018,2024-11-24 15:42:46,thickness,2.254
Model033_LOT018,2024-11-24 15:42:46,temperature,82.8
Model033_LOT018,2024-11-24 15:42:46,humidity,30.0
Model033_LOT019,2025-08-13 22:25:46,thickness,6.547
Model033_LOT019,2025-08-13 22:25:46,temperature,42.1
Model033_LOT019,2025-08-13 22:25:46,humidity,92.6
Model033_LOT020,2025-03-19 14:05:46,thickness,4.79
Model033_LOT020,2025-03-19 14:05:46,temperature,29.2
Model033_LOT020,2025-03-19 14:05:46,humidity,25.2
Model033_LOT021,2025-03-25 23:30:46,thickness,8.877
Model033_LOT021,2025-03-25 23:30:46,temperature,63.6
Model033_LOT021,2025-03-25 23:30:46,humidity,41.7
Model033_LOT022,2024-11-23 10:56:46,thickness,4.59
Model033_LOT022,2024-11-23 10:56:46,temperature,77.7
Model033_LOT022,2024-11-23 10:56:46,humidity,30.5
Model034_LOT001,2025-05-26 01:00:46,thickness,5.667
Model034_LOT001,2025-05-26 01:00:46,temperature,68.6
Model034_LOT001,2025-05-26 01:00:46,humidity,94.2
Model034_LOT002,2025-01-14 23:48:46,thickness,6.413
Model034_LOT002,2025-01-14 23:48:46,temperature,33.0
Model034_LOT002,2025-01-14 23:48:46,humidity,23.1
Model034_LOT003,2025-08-03 13:06:46,thickness,9.997
Model034_LOT003,2025-08-03 13:06:46,temperature,69.4
Model034_LOT003,2025-08-03 13:06:46,humidity,31.9
Model034_LOT004,2025-02-08 18:01:46,thickness,7.291
Model034_LOT004,2025-02-08 18:01:46,temperature,61.1
Model034_LOT004,2025-02-08 18:01:46,humidity,80.3
Model034_LOT005,2024-11-01 17:44:46,thickness,6.618
Model034_LOT005,2024-11-01 17:44:46,temperature,23.0
Model034_LOT005,2024-11-01 17:44:46,humidity,74.5
Model034_LOT006,2025-08-13 15:32:46,thickness,2.617
Model034_LOT006,2025-08-13 15:32:46,temperature,60.8
Model034_LOT006,2025-08-13 15:32:46,humidity,39.9
Model034_LOT007,2024-12-25 09:02:46,thickness,5.19
Model034_LOT007,2024-12-25 09:02:46,temperature,44.2
Model034_LOT007,2024-12-25 09:02:46,humidity,79.8
Model034_LOT008,2024-09-22 19:46:46,thickness,4.5
Model034_LOT008,2024-09-22 19:46:46,temperature,49.6
Model034_LOT008,2024-09-22 19:46:46,humidity,66.0
Model034_LOT009,2025-05-29 07:46:46,thickness,2.827
Model034_LOT009,2025-05-29 07:46:46,temperature,19.2
Model034_LOT009,2025-05-29 07:46:46,humidity,36.7
Model034_LOT010,2024-09-19 15:00:46,thickness,1.004
Model034_LOT010,2024-09-19 15:00:46,temperature,39.0
Model034_LOT010,2024-09-19 15:00:46,humidity,63.4
Model034_LOT011,2025-02-05 03:56:46,thickness,2.396
Model034_LOT011,2025-02-05 03:56:46,temperature,68.2
Model034_LOT011,2025-02-05 03:56:46,humidity,76.0
Model034_LOT012,2025-08-20 13:42:46,thickness,2.649
Model034_LOT012,2025-08-20 13:42:46,temperature,38.6
Model034_LOT012,2025-08-20 13:42:46,humidity,77.8
Model034_LOT013,2024-11-03 08:13:46,thickness,3.644
Model034_LOT013,2024-11-03 08:13:46,temperature,72.7
Model034_LOT013,2024-11-03 08:13:46,humidity,53.8
Model034_LOT014,2025-03-23 19:22:46,thickness,9.858
Model034_LOT014,2025-03-23 19:22:46,temperature,45.8
Model034_LOT014,2025-03-23 19:22:46,humidity,92.3
Model034_LOT015,2025-07-03 21:38:46,thickness,9.994
Model034_LOT015,2025-07-03 21:38:46,temperature,73.4
Model034_LOT015,2025-07-03 21:38:46,humidity,58.8
Model034_LOT016,2025-04-27 22:42:46,thickness,4.574
Model034_LOT016,2025-04-27 22:42:46,temperature,58.0
Model034_LOT016,2025-04-27 22:42:46,humidity,71.8
Model034_LOT017,2024-11-10 09:56:46,thickness,4.502
Model034_LOT017,2024-11-10 09:56:46,temperature,57.7
Model034_LOT017,2024-11-10 09:56:46,humidity,42.8
Model034_LOT018,2025-04-20 13:21:46,thickness,0.282
Model034_LOT018,2025-04-20 13:21:46,temperature,63.4
Model034_LOT018,2025-04-20 13:21:46,humidity,45.7
Model034_LOT019,2024-12-03 10:23:46,thickness,4.163
Model034_LOT019,2024-12-03 10:23:46,temperature,62.6
Model034_LOT019,2024-12-03 10:23:46,humidity,53.0
Model034_LOT020,2025-07-19 09:33:46,thickness,3.861
Model034_LOT020,2025-07-19 09:33:46,temperature,42.0
Model034_LOT020,2025-07-19 09:33:46,humidity,83.2
Model035_LOT001,2025-05-18 02:21:46,thickness,5.314
Model035_LOT001,2025-05-18 02:21:46,temperature,18.5
Model035_LOT001,2025-05-18 02:21:46,humidity,80.8
Model035_LOT002,2025-04-26 18:48:46,thickness,7.256
Model035_LOT002,2025-04-26 18:48:46,temperature,26.2
Model035_LOT002,2025-04-26 18:48:46,humidity,67.9
Model035_LOT003,2025-06-29 11:50:46,thickness,9.485
Model035_LOT003,2025-06-29 11:50:46,temperature,50.1
Model035_LOT003,2025-06-29 11:50:46,humidity,24.1
Model035_LOT004,2025-07-30 03:11:46,thickness,3.104
Model035_LOT004,2025-07-30 03:11:46,temperature,20.7
Model035_LOT004,2025-07-30 03:11:46,humidity,43.0
Model035_LOT005,2025-08-25 14:23:46,thickness,4.232
Model035_LOT005,2025-08-25 14:23:46,temperature,41.9
Model035_LOT005,2025-08-25 14:23:46,humidity,22.4
Model035_LOT006,2025-08-02 16:42:46,thickness,0.521
Model035_LOT006,2025-08-02 16:42:46,temperature,48.8
Model035_LOT006,2025-08-02 16:42:46,humidity,32.4
Model035_LOT007,2025-07-16 19:36:46,thickness,8.483
Model035_LOT007,2025-07-16 19:36:46,temperature,80.9
Model035_LOT007,2025-07-16 19:36:46,humidity,88.5
Model035_LOT008,2025-03-13 08:38:46,thickness,4.834
Model035_LOT008,2025-03-13 08:38:46,temperature,42.9
Model035_LOT008,2025-03-13 08:38:46,humidity,74.1
Model035_LOT009,2025-01-24 16:11:46,thickness,7.843
Model035_LOT009,2025-01-24 16:11:46,temperature,33.3
Model035_LOT009,2025-01-24 16:11:46,humidity,29.9
Model035_LOT010,2025-03-11 08:48:46,thickness,0.978
Model035_LOT010,2025-03-11 08:48:46,temperature,57.5
Model035_LOT010,2025-03-11 08:48:46,humidity,79.2
Model035_LOT011,2025-04-15 07:03:46,thickness,5.525
Model035_LOT011,2025-04-15 07:03:46,temperature,68.5
Model035_LOT011,2025-04-15 07:03:46,humidity,90.0
Model035_LOT012,2024-09-10 22:00:46,thickness,5.56
Model035_LOT012,2024-09-10 22:00:46,temperature,24.7
Model035_LOT012,2024-09-10 22:00:46,humidity,59.6
Model036_LOT001,2025-03-07 15:33:46,thickness,2.042
Model036_LOT001,2025-03-07 15:33:46,temperature,24.9
Model036_LOT001,2025-03-07 15:33:46,humidity,55.4
Model036_LOT002,2025-01-22 11:26:46,thickness,7.862
Model036_LOT002,2025-01-22 11:26:46,temperature,43.5
Model036_LOT002,2025-01-22 11:26:46,humidity,94.5
Model036_LOT003,2025-05-26 06:19:46,thickness,4.399
Model036_LOT003,2025-05-26 06:19:46,temperature,30.1
Model036_LOT003,2025-05-26 06:19:46,humidity,30.3
Model036_LOT004,2024-09-01 19:23:46,thickness,0.864
Model036_LOT004,2024-09-01 19:23:46,temperature,21.8
Model036_LOT004,2024-09-01 19:23:46,humidity,92.6
Model036_LOT005,2025-02-10 14:33:46,thickness,2.595
Model036_LOT005,2025-02-10 14:33:46,temperature,23.5
Model036_LOT005,2025-02-10 14:33:46,humidity,46.2
Model036_LOT006,2024-09-23 21:05:46,thickness,9.833
Model036_LOT006,2024-09-23 21:05:46,temperature,20.4
Model036_LOT006,2024-09-23 21:05:46,humidity,64.6
Model036_LOT007,2025-01-27 06:49:46,thickness,9.017
Model036_LOT007,2025-01-27 06:49:46,temperature,52.3
Model036_LOT007,2025-01-27 06:49:46,humidity,63.8
Model036_LOT008,2025-05-22 01:25:46,thickness,7.876
Model036_LOT008,2025-05-22 01:25:46,temperature,48.4
Model036_LOT008,2025-05-22 01:25:46,humidity,41.8
Model036_LOT009,2025-01-29 22:08:46,thickness,5.482
Model036_LOT009,2025-01-29 22:08:46,temperature,18.6
Model036_LOT009,2025-01-29 22:08:46,humidity,61.3
Model036_LOT010,2025-03-31 09:36:46,thickness,7.47
Model036_LOT010,2025-03-31 09:36:46,temperature,17.4
Model036_LOT010,2025-03-31 09:36:46,humidity,40.4
Model036_LOT011,2024-10-03 13:14:46,thickness,1.02
Model036_LOT011,2024-10-03 13:14:46,temperature,48.5
Model036_LOT011,2024-10-03 13:14:46,humidity,68.8
Model036_LOT012,2024-12-19 15:56:46,thickness,7.71
Model036_LOT012,2024-12-19 15:56:46,temperature,33.8
Model036_LOT012,2024-12-19 15:56:46,humidity,27.6
Model036_LOT013,2025-05-06 02:08:46,thickness,7.584
Model036_LOT013,2025-05-06 02:08:46,temperature,54.4
Model036_LOT013,2025-05-06 02:08:46,humidity,37.4
Model036_LOT014,2025-06-14 05:32:46,thickness,4.225
Model036_LOT014,2025-06-14 05:32:46,temperature,22.8
Model036_LOT014,2025-06-14 05:32:46,humidity,77.4
Model037_LOT001,2025-08-26 09:34:46,thickness,4.065
Model037_LOT001,2025-08-26 09:34:46,temperature,48.2
Model037_LOT001,2025-08-26 09:34:46,humidity,47.5
Model037_LOT002,2024-11-27 09:34:46,thickness,3.312
Model037_LOT002,2024-11-27 09:34:46,temperature,40.9
Model037_LOT002,2024-11-27 09:34:46,humidity,59.8
Model037_LOT003,2025-07-01 13:25:46,thickness,6.413
Model037_LOT003,2025-07-01 13:25:46,temperature,81.0
Model037_LOT003,2025-07-01 13:25:46,humidity,70.0
Model037_LOT004,2025-04-12 08:03:46,thickness,7.024
Model037_LOT004,2025-04-12 08:03:46,temperature,68.5
Model037_LOT004,2025-04-12 08:03:46,humidity,59.4
Model037_LOT005,2024-10-08 21:56:46,thickness,1.689
Model037_LOT005,2024-10-08 21:56:46,temperature,79.1
Model037_LOT005,2024-10-08 21:56:46,humidity,76.6
Model037_LOT006,2025-08-29 16:16:46,thickness,4.69
Model037_LOT006,2025-08-29 16:16:46,temperature,77.3
Model037_LOT006,2025-08-29 16:16:46,humidity,50.9
Model037_LOT007,2024-12-24 21:15:46,thickness,7.27
Model037_LOT007,2024-12-24 21:15:46,temperature,33.5
Model037_LOT007,2024-12-24 21:15:46,humidity,67.9
Model037_LOT008,2025-03-22 22:50:46,thickness,9.194
Model037_LOT008,2025-03-22 22:50:46,temperature,25.7
Model037_LOT008,2025-03-22 22:50:46,humidity,36.8
Model037_LOT009,2024-10-02 07:53:46,thickness,9.576
Model037_LOT009,2024-10-02 07:53:46,temperature,53.4
Model037_LOT009,2024-10-02 07:53:46,humidity,72.7
Model037_LOT010,2025-03-22 15:38:46,thickness,5.029
Model037_LOT010,2025-03-22 15:38:46,temperature,39.7
Model037_LOT010,2025-03-22 15:38:46,humidity,23.6
Model037_LOT011,2024-10-01 06:31:46,thickness,6.784
Model037_LOT011,2024-10-01 06:31:46,temperature,31.9
Model037_LOT011,2024-10-01 06:31:46,humidity,55.5
Model037_LOT012,2025-03-09 21:43:46,thickness,8.043
Model037_LOT012,2025-03-09 21:43:46,temperature,69.2
Model037_LOT012,2025-03-09 21:43:46,humidity,29.9
Model037_LOT013,2025-04-30 16:40:46,thickness,5.744
Model037_LOT013,2025-04-30 16:40:46,temperature,69.3
Model037_LOT013,2025-04-30 16:40:46,humidity,87.0
Model037_LOT014,2025-08-14 18:53:46,thickness,5.845
Model037_LOT014,2025-08-14 18:53:46,temperature,66.7
Model037_LOT014,2025-08-14 18:53:46,humidity,30.8
Model037_LOT015,2025-04-07 05:29:46,thickness,6.291
Model037_LOT015,2025-04-07 05:29:46,temperature,49.8
Model037_LOT015,2025-04-07 05:29:46,humidity,57.2
Model037_LOT016,2025-01-18 08:50:46,thickness,7.693
Model037_LOT016,2025-01-18 08:50:46,temperature,26.5
Model037_LOT016,2025-01-18 08:50:46,humidity,58.4
Model037_LOT017,2025-03-30 00:07:46,thickness,5.756
Model037_LOT017,2025-03-30 00:07:46,temperature,75.1
Model037_LOT017,2025-03-30 00:07:46,humidity,56.3
Model038_LOT001,2025-07-18 00:40:46,thickness,1.479
Model038_LOT001,2025-07-18 00:40:46,temperature,50.4
Model038_LOT001,2025-07-18 00:40:46,humidity,91.3
Model038_LOT002,2025-04-19 22:31:46,thickness,0.399
Model038_LOT002,2025-04-19 22:31:46,temperature,57.9
Model038_LOT002,2025-04-19 22:31:46,humidity,86.9
Model038_LOT003,2025-03-26 09:59:46,thickness,6.27
Model038_LOT003,2025-03-26 09:59:46,temperature,30.8
Model038_LOT003,2025-03-26 09:59:46,humidity,73.9
Model038_LOT004,2024-12-30 16:16:46,thickness,9.058
Model038_LOT004,2024-12-30 16:16:46,temperature,79.4
Model038_LOT004,2024-12-30 16:16:46,humidity,82.7
Model038_LOT005,2025-05-18 21:48:46,thickness,2.097
Model038_LOT005,2025-05-18 21:48:46,temperature,60.2
Model038_LOT005,2025-05-18 21:48:46,humidity,85.1
Model038_LOT006,2025-04-12 00:26:46,thickness,1.965
Model038_LOT006,2025-04-12 00:26:46,temperature,81.7
Model038_LOT006,2025-04-12 00:26:46,humidity,33.7
Model038_LOT007,2025-08-27 22:24:46,thickness,2.761
Model038_LOT007,2025-08-27 22:24:46,temperature,82.7
Model038_LOT007,2025-08-27 22:24:46,humidity,90.9
Model038_LOT008,2024-09-29 17:51:46,thickness,2.143
Model038_LOT008,2024-09-29 17:51:46,temperature,44.2
Model038_LOT008,2024-09-29 17:51:46,humidity,71.5
Model038_LOT009,2025-01-01 11:01:46,thickness,4.073
Model038_LOT009,2025-01-01 11:01:46,temperature,57.8
Model038_LOT009,2025-01-01 11:01:46,humidity,37.2
Model038_LOT010,2025-03-15 18:18:46,thickness,0.431
Model038_LOT010,2025-03-15 18:18:46,temperature,25.1
Model038_LOT010,2025-03-15 18:18:46,humidity,35.5
Model038_LOT011,2024-09-12 21:10:46,thickness,6.35
Model038_LOT011,2024-09-12 21:10:46,temperature,29.6
Model038_LOT011,2024-09-12 21:10:46,humidity,82.7
Model038_LOT012,2025-02-04 06:17:46,thickness,6.392
Model038_LOT012,2025-02-04 06:17:46,temperature,74.5
Model038_LOT012,2025-02-04 06:17:46,humidity,70.7
Model038_LOT013,2025-05-18 03:04:46,thickness,4.405
Model038_LOT013,2025-05-18 03:04:46,temperature,60.1
Model038_LOT013,2025-05-18 03:04:46,humidity,77.6
Model038_LOT014,2024-12-12 21:03:46,thickness,8.379
Model038_LOT014,2024-12-12 21:03:46,temperature,84.8
Model038_LOT014,2024-12-12 21:03:46,humidity,66.1
Model038_LOT015,2025-02-17 18:57:46,thickness,4.874
Model038_LOT015,2025-02-17 18:57:46,temperature,69.9
Model038_LOT015,2025-02-17 18:57:46,humidity,63.7
Model038_LOT016,2024-10-04 02:14:46,thickness,5.054
Model038_LOT016,2024-10-04 02:14:46,temperature,44.9
Model038_LOT016,2024-10-04 02:14:46,humidity,24.1
Model039_LOT001,2024-11-16 22:38:46,thickness,7.519
Model039_LOT001,2024-11-16 22:38:46,temperature,28.3
Model039_LOT001,2024-11-16 22:38:46,humidity,46.8
Model039_LOT002,2025-02-25 16:19:46,thickness,8.996
Model039_LOT002,2025-02-25 16:19:46,temperature,84.9
Model039_LOT002,2025-02-25 16:19:46,humidity,46.0
Model039_LOT003,2024-10-05 08:49:46,thickness,2.736
Model039_LOT003,2024-10-05 08:49:46,temperature,17.6
Model039_LOT003,2024-10-05 08:49:46,humidity,33.8
Model039_LOT004,2024-08-31 00:37:46,thickness,2.119
Model039_LOT004,2024-08-31 00:37:46,temperature,21.8
Model039_LOT004,2024-08-31 00:37:46,humidity,89.1
Model039_LOT005,2025-07-06 09:31:46,thickness,6.092
Model039_LOT005,2025-07-06 09:31:46,temperature,70.7
Model039_LOT005,2025-07-06 09:31:46,humidity,34.9
Model039_LOT006,2025-08-01 15:20:46,thickness,4.2
Model039_LOT006,2025-08-01 15:20:46,temperature,78.5
Model039_LOT006,2025-08-01 15:20:46,humidity,73.3
Model039_LOT007,2024-12-09 05:09:46,thickness,7.791
Model039_LOT007,2024-12-09 05:09:46,temperature,69.6
Model039_LOT007,2024-12-09 05:09:46,humidity,48.2
Model039_LOT008,2025-01-28 11:41:46,thickness,4.394
Model039_LOT008,2025-01-28 11:41:46,temperature,70.2
Model039_LOT008,2025-01-28 11:41:46,humidity,92.9
Model039_LOT009,2025-04-10 01:30:46,thickness,5.569
Model039_LOT009,2025-04-10 01:30:46,temperature,35.8
Model039_LOT009,2025-04-10 01:30:46,humidity,56.9
Model039_LOT010,2025-07-25 19:43:46,thickness,7.28
Model039_LOT010,2025-07-25 19:43:46,temperature,56.9
Model039_LOT010,2025-07-25 19:43:46,humidity,75.7
Model039_LOT011,2025-01-15 19:36:46,thickness,8.723
Model039_LOT011,2025-01-15 19:36:46,temperature,71.8
Model039_LOT011,2025-01-15 19:36:46,humidity,48.8
Model039_LOT012,2025-05-08 14:39:46,thickness,6.768
Model039_LOT012,2025-05-08 14:39:46,temperature,33.6
Model039_LOT012,2025-05-08 14:39:46,humidity,78.0
Model039_LOT013,2025-01-09 06:26:46,thickness,2.962
Model039_LOT013,2025-01-09 06:26:46,temperature,29.6
Model039_LOT013,2025-01-09 06:26:46,humidity,47.1
Model039_LOT014,2025-01-09 17:52:46,thickness,5.066
Model039_LOT014,2025-01-09 17:52:46,temperature,83.1
Model039_LOT014,2025-01-09 17:52:46,humidity,51.9
Model039_LOT015,2025-07-29 05:48:46,thickness,1.226
Model039_LOT015,2025-07-29 05:48:46,temperature,41.2
Model039_LOT015,2025-07-29 05:48:46,humidity,74.7
Model039_LOT016,2025-08-08 02:29:46,thickness,1.669
Model039_LOT016,2025-08-08 02:29:46,temperature,51.6
Model039_LOT016,2025-08-08 02:29:46,humidity,69.1
Model039_LOT017,2025-08-25 17:03:46,thickness,4.731
Model039_LOT017,2025-08-25 17:03:46,temperature,39.0
Model039_LOT017,2025-08-25 17:03:46,humidity,91.6
Model039_LOT018,2025-06-19 13:39:46,thickness,6.383
Model039_LOT018,2025-06-19 13:39:46,temperature,74.7
Model039_LOT018,2025-06-19 13:39:46,humidity,26.6
Model039_LOT019,2024-12-05 00:21:46,thickness,0.269
Model039_LOT019,2024-12-05 00:21:46,temperature,53.5
Model039_LOT019,2024-12-05 00:21:46,humidity,44.5
Model039_LOT020,2024-10-27 09:44:46,thickness,4.271
Model039_LOT020,2024-10-27 09:44:46,temperature,60.2
Model039_LOT020,2024-10-27 09:44:46,humidity,22.3
Model039_LOT021,2025-08-12 05:16:46,thickness,7.576
Model039_LOT021,2025-08-12 05:16:46,temperature,49.6
Model039_LOT021,2025-08-12 05:16:46,humidity,91.3
Model039_LOT022,2025-02-17 07:24:46,thickness,3.433
Model039_LOT022,2025-02-17 07:24:46,temperature,54.7
Model039_LOT022,2025-02-17 07:24:46,humidity,65.1
Model040_LOT001,2024-11-29 20:11:46,thickness,6.807
Model040_LOT001,2024-11-29 20:11:46,temperature,49.0
Model040_LOT001,2024-11-29 20:11:46,humidity,86.9
Model040_LOT002,2025-01-04 06:11:46,thickness,0.647
Model040_LOT002,2025-01-04 06:11:46,temperature,81.0
Model040_LOT002,2025-01-04 06:11:46,humidity,24.4
Model040_LOT003,2025-08-13 10:14:46,thickness,7.755
Model040_LOT003,2025-08-13 10:14:46,temperature,50.3
Model040_LOT003,2025-08-13 10:14:46,humidity,29.8
Model040_LOT004,2025-07-09 23:02:46,thickness,9.152
Model040_LOT004,2025-07-09 23:02:46,temperature,75.4
Model040_LOT004,2025-07-09 23:02:46,humidity,59.0
Model040_LOT005,2024-10-20 01:25:46,thickness,3.605
Model040_LOT005,2024-10-20 01:25:46,temperature,44.2
Model040_LOT005,2024-10-20 01:25:46,humidity,22.0
Model040_LOT006,2024-12-22 06:15:46,thickness,4.054
Model040_LOT006,2024-12-22 06:15:46,temperature,51.0
Model040_LOT006,2024-12-22 06:15:46,humidity,74.1
Model040_LOT007,2025-06-02 02:07:46,thickness,5.575
Model040_LOT007,2025-06-02 02:07:46,temperature,82.5
Model040_LOT007,2025-06-02 02:07:46,humidity,88.9
Model040_LOT008,2025-04-05 14:32:46,thickness,8.592
Model040_LOT008,2025-04-05 14:32:46,temperature,45.9
Model040_LOT008,2025-04-05 14:32:46,humidity,29.5
Model040_LOT009,2025-07-01 23:56:46,thickness,3.009
Model040_LOT009,2025-07-01 23:56:46,temperature,49.8
Model040_LOT009,2025-07-01 23:56:46,humidity,89.1
Model040_LOT010,2024-10-28 11:10:46,thickness,2.255
Model040_LOT010,2024-10-28 11:10:46,temperature,26.1
Model040_LOT010,2024-10-28 11:10:46,humidity,66.6
Model040_LOT011,2024-10-30 22:06:46,thickness,1.358
Model040_LOT011,2024-10-30 22:06:46,temperature,41.1
Model040_LOT011,2024-10-30 22:06:46,humidity,21.9
Model040_LOT012,2024-10-03 22:09:46,thickness,8.573
Model040_LOT012,2024-10-03 22:09:46,temperature,32.8
Model040_LOT012,2024-10-03 22:09:46,humidity,38.7
Model040_LOT013,2025-07-25 22:18:46,thickness,3.181
Model040_LOT013,2025-07-25 22:18:46,temperature,55.6
Model040_LOT013,2025-07-25 22:18:46,humidity,44.7
Model040_LOT014,2025-02-05 15:12:46,thickness,3.206
Model040_LOT014,2025-02-05 15:12:46,temperature,39.3
Model040_LOT014,2025-02-05 15:12:46,humidity,43.3
Model040_LOT015,2025-04-20 18:37:46,thickness,4.964
Model040_LOT015,2025-04-20 18:37:46,temperature,42.9
Model040_LOT015,2025-04-20 18:37:46,humidity,40.1
Model040_LOT016,2024-12-17 17:12:46,thickness,7.453
Model040_LOT016,2024-12-17 17:12:46,temperature,35.7
Model040_LOT016,2024-12-17 17:12:46,humidity,33.3
Model040_LOT017,2024-12-10 13:02:46,thickness,9.924
Model040_LOT017,2024-12-10 13:02:46,temperature,16.4
Model040_LOT017,2024-12-10 13:02:46,humidity,21.6
Model040_LOT018,2024-11-18 04:23:46,thickness,7.277
Model040_LOT018,2024-11-18 04:23:46,temperature,23.2
Model040_LOT018,2024-11-18 04:23:46,humidity,26.0
Model040_LOT019,2025-04-06 06:55:46,thickness,4.329
Model040_LOT019,2025-04-06 06:55:46,temperature,35.0
Model040_LOT019,2025-04-06 06:55:46,humidity,51.0
Model040_LOT020,2025-04-02 08:13:46,thickness,5.687
Model040_LOT020,2025-04-02 08:13:46,temperature,66.0
Model040_LOT020,2025-04-02 08:13:46,humidity,53.3
Model040_LOT021,2024-10-30 19:11:46,thickness,5.88
Model040_LOT021,2024-10-30 19:11:46,temperature,20.1
Model040_LOT021,2024-10-30 19:11:46,humidity,60.6
Model040_LOT022,2024-12-15 08:40:46,thickness,4.706
Model040_LOT022,2024-12-15 08:40:46,temperature,53.1
Model040_LOT022,2024-12-15 08:40:46,humidity,68.0
Model040_LOT023,2025-06-01 08:13:46,thickness,2.91
Model040_LOT023,2025-06-01 08:13:46,temperature,21.4
Model040_LOT023,2025-06-01 08:13:46,humidity,64.8
Model040_LOT024,2025-03-05 01:37:46,thickness,5.73
Model040_LOT024,2025-03-05 01:37:46,temperature,29.6
Model040_LOT024,2025-03-05 01:37:46,humidity,26.1
Model041_LOT001,2025-05-01 03:21:46,thickness,0.661
Model041_LOT001,2025-05-01 03:21:46,temperature,71.2
Model041_LOT001,2025-05-01 03:21:46,humidity,59.9
